"ncap","npag","nlinea","tocr","NULL","NULL","NULL"
"",1,229,2,"129"
"",1,229,4,"1. — ARAOZ E IBARRA"
"",1,229,6,"2. — MISION DE CASTRO BARROS Y ZUVIRIA"
"",1,229,7,"ANTE BERNABE ARAOZ"
"",1,229,9,"3. — COMISIÓN DE APOLINARIO SARAVIA"
"",1,229,10,"PARA ATACAR A ARAOZ"
"",1,229,11,"POR CATAMARCA"
"",1,229,13,"4. — ELCABILDO DE TUCUMAN DONA"
"",1,229,14,"UN TERRENO A BERNABE ARAOZ"
"",1,229,16,"5. — ARAOZ ACUNA MONEDA EN TUCUMAN"
"",1,229,19,"ARAOZ E IBARRA"
"",1,229,21,"[OFICIO DE FELIPE IBARRA AL GOEERNADOR"
"",1,229,22,"DE BUENOS AIRES]"
"",1,229,24,"La nota de V.S. de 18 de marzo p.p. es la que ha llegado"
"",1,229,25,"a mis manos e impuesto de cuanto ella expresa relativamente"
"",1,229,26,"a los artículos 1% y 7% del Tratado de paz y alianza entre ese"
"",1,229,27,"gobierno y los de Entre Ríos y Santa Fe; debo contestar a V.S\,\,"
"",1,229,28,"como lo hago\, que empeñaré mis esfuerzos para que a la mayor"
"",1,229,29,"brevedad\, y con el orden que es tan necesario a fin de evitar la"
"",1,229,30,"repetición de heridas a la Patria\, se proceda por esta ciudad"
"",1,229,31,"y su territorio\, a la derisión en los objetos propuestos. No siendo"
"",1,229,32,"posible tan inmediatamente verificarlo a causa de una diferencia"
"",1,229,33,"ocurrida con el gobierno de Tuewmán\, a quien unos pocos hom-"
"",1,229,34,"bres deseosos a todo transe de obtener la magistratura sin em-"
"",1,229,35,"bargo de la oposición del pueblo\, habían alucinado hasta el ex-"
"",1,229,36,"tremo de que obrase la fuerza. Pero felizmente esta ciudad hizo"
"",1,229,37,"desaparecer aquella y remedió el pueblo todo\, con la más com-"
"",1,229,38,"pleta libertad\, tuvo la bondad de depositar en mí\, el empleo de"
"",1,229,39,"teniente gobernador interino\, haciendo del mismo modo una nueva"
"",1,229,40,"elección de individuos para la municipalidad; y estamos hoy con"
"",1,229,41,"€l mayor empeño trabajando en la conclusión de una ocurrencia"
"",1,230,44,"238 LUIS GÚEMES"
"",1,230,46,"tan desagradable\, y no creemos que sea sin fruto y muy pronto."
"",1,230,47,"Repito a V. S. que por lo demás este ter itorio dirigirá sus pa-"
"",1,230,48,"sos en consonancia con los de las provincias\, ciendo ss votos"
"",1,230,49,"ios más ardientes por la transacción de cualquiera disgustos\, €"
"",1,230,50,"efecto de establecer esa centrabilidad que ha de mover la gran"
"",1,230,51,"máquina hacia la consecución de los tntereses generales."
"",1,230,52,"Dios guarde a V.S. muchos años. Santiago del Estero\, abril"
"",1,230,53,"de 1820\,"
"",1,230,54,"Felipe ibarra"
"",1,230,55,"Señor gobernador de la provincia de Buenos Aires."
"",1,230,56,"FA.G.N\,\, X-5-9-6\, Sartizgo del Estero\, 1820/55. Fotocopia en N.A.]"
"",1,230,57,"Aer 1: El sesragado nu «ene por cbjete señalar la situación con-"
"",1,230,58,". Procucirse por acción de don Bernabé Aráoz que\,"
"",1,230,59,"con los hombres de la “Patria Nueva” de Balta y con el"
"",1,230,60,"a\, concluye haciendo fracasar el pianm combinado entre el"
"",1,230,61,"to de Cbservación al Perá\, comandado"
"",1,230,62,"í s a 03\, es muerto y el ae ronlista Olañeta"
"",1,230,63,"nombrado sob era lex de Salta A E"
"",1,230,65,""
"",1,230,66,""
"",1,230,67,""
"",1,230,70,""
"",1,230,74,"en “connivene y"
"",1,230,76,""
"",1,230,77,""
"",1,230,79,"sl Gui"
"",1,230,85,"[CAETA DE JEARRA A BUSTOS]"
"",1,230,87,"Santiago y abril 1% de 820."
"",1,230,89,"Mi general y amigo: no entiendo el manejo de algunos hom-"
"",1,230,90,"bres; ellos dicen libertad\, unión\, concordia y V. S. verá que no ha"
"",1,230,91,"suce 2dido así por lo que le diré."
"",1,230,93,"Cuatro hombres (no es exageración) se propusieron ser in-"
"",1,230,94,"dividuos de este Cabildo\, pero como observaban que no tenían el"
"",1,230,95,"voto general nj .2 era Fácil conseguirlo por el natural desafecto"
"",1,230,96,"due se les tiene\, Udo de irse al Tucumán y alucinar"
"",1,230,97,"a gobernador consi E sado el ponerse en los enm-"
"",1,230,98,"1008 protegido: 5 p : : fuerza de 50 hembres enviados por el"
"",1,230,99,"o echeraador 2 el an dor Juan Francisco Echaur?"
"",1,230,100,"Y ohinvo A iftulo as ca plaza"
"",1,230,101,"por algunos las\, pero"
"",1,230,102,"lo al interés de los eavita-"
"",1,230,103,"úres\, cometiend vecinos revistiéndose para"
"",1,230,104,"estos actos de la £ que no e ? sin embargo e!"
"",1,230,105,"pueblo no so fijó mucho en estos sucesos con la esperanza de que"
"",1,230,106,"el gobierno se persuediría alguna vez de la injusticia de tal estado"
"",1,230,107,"de cosas\, pero liesú el momento de la elección de dos diputados"
"",1,230,108,"para Tucumán y entonces el Cabildo hizo a Hchauri quitarse del"
"",1,230,110,""
"",1,230,112,""
"",1,230,113,""
"",1,230,122,""
"",1,230,123,""
"",1,230,124,""
"",1,230,126,""
"",1,230,129,""
"",1,230,130,""
"",1,230,136,"éste"
"",1,230,138,"2 QU"
"",1,230,140,"de"
"",1,231,144,"GÚEMES DOCUMENTADO 239"
"",1,231,146,"tedo la máscara\, pues mandó éste en pública plaza cargar las"
"",1,231,147,"armas a su tropa\, las hizo poner en pabellón al frente mismo"
"",1,231,148,"del Cabildo y se colocó él a la puerta de la sala como de portero\, en"
"",1,231,149,"donde admitía a los que se ie designaba y echaba a los que no"
"",1,231,150,"38 querían."
"",1,231,152,"Desesperado el pueblo con este hecho escandaloso me ilamó"
"",1,231,153,"con instancia\, representándome el triste cuadro de su situación"
"",1,231,154,"y no siéndome posible desentenderme por más tiempo de sus"
"",1,231,155,"justos clamores\, me puse en movimiento hacia esta eludad con una"
"",1,231,156,"división."
"",1,231,158,"Desde el camino dirigí un oficio s. Kekauri pidiéndole que"
"",1,231,159,"desocupe la plaza dejando al pueblo en libertad; no tuve contes-"
"",1,231,160,"insion hasta la madrugada de ayer en que Tae hallaba a dos leguas"
"",1,231,161,"de esta ciudad\, y concebida. «quélla en ios términos más insultantes"
"",1,231,162,"Y groseros que pueden haberse producido\, pero mirando yo con"
"",1,231,163,"indiferencia este atez ntado\, eontinué valiéndome de cuantos arbi-"
"",1,231,164,"trios esteban a mis alennces para evitar la efusión de sangre\,"
"",1,231,165,"mas todo fue infructuoso\, pues situando una partida avanzado"
"",1,231,166,"de la posesión en que estaba Echauri con el resto de su fuerza\,"
"",1,231,167,"rompió aquella el fuego sobre mi devisión de suerte que sin poderlo"
"",1,231,168,"yo remediar se contestó causándose algunas pocas desgracias"
"",1,231,169,"porque Echauri que tuvo tanta audacia para exponer algunos"
"",1,231,170,"infelices de su tropa\, abandonó a ésta a los primeros tiros y se"
"",1,231,171,"refugió despavorido a los montes con sólo dos soldados."
"",1,231,173,"Libre el pueblo ya concu rió iodo + las casas de Cabildo y"
"",1,231,174,"se me eligió por su Teniente Gobernador provisorio a que he"
"",1,231,175,"accedido por esta calidad y he dado cuenta de todo al gobernador"
"",1,231,176,"de la provincia. r"
"",1,231,178,"Pero pudiera ser que se intente obrar con la fuerza armada:"
"",1,231,179,"rme parece que V. S. debe interponer su influjo y consideraciones"
"",1,231,180,"para que no se verifique tal empeño que 108 causará los meyores"
"",1,231,181,"desastres pues no dude V. S. que toda esta jurisdicción en masa"
"",1,231,182,"esté resuelta a sostener a toúa eosta."
"",1,231,184,"Ruego a V.S. que se interese en asunto tan grave y que a"
"",1,231,185,"enente por su más apasiorado Simiro\,"
"",1,231,187,""
"",1,231,191,"Felipe Iborra"
"",1,231,197,""
"",1,231,199,"F.D. incluyo a V.S. la preclama «que hise a este pueblo\, y"
"",1,231,200,"per él mis ideas y sentia vnios cuál: 1 pldo."
"",1,231,201,"Señor don Juan Bautista Bustos\, general en jefe del Ejército"
"",1,231,202,"inberal."
"",1,231,204,""
"",1,231,206,"[Archivo de Córdoba\, publicado en fevisia de la Universidad Nectonal de"
"",1,231,207,"Córdoba\, n? 5 y 6\, págs. 154-155\, Córdoba\, 1931.]"
"",1,232,210,"240 LUIS GÚEMES"
"",1,232,212,"[OFICIO DE BERNABE ARAOZ A IBARRA]"
"",1,232,214,"El oficio de Ud. cle treinta y uno del pasado me deja im-"
"",1,232,215,"puesto de los motivos que le precisaron a marchar sobre ese"
"",1,232,216,"pueblo y como estos negocios exigen por su naturaleza toda me-"
"",1,232,217,"ditación me he detenido por ahora en comunicar a Ud. mi reso-"
"",1,232,218,"lución pero lo haré inmediatamente descontando Ud. y ese pueblo\,"
"",1,232,219,"en que las fuerzas de este Gobierno hacen alto en el punto que"
"",1,232,220,"tengo ordenado y no se avanzarán con pretexto alguno\, mientras"
"",1,232,221,"que yo no lo disponga. Dios guarde a Ud. muchos años. Tucumán"
"",1,232,222,"y abril tres de mil ochocientos veinte años. Bernabé Aráoz. Se-"
"",1,232,223,"ñor teniente gobernador de Santiago del Estero don Felipe Ibarra."
"",1,232,225,"Es copia."
"",1,232,226,"Taboada"
"",1,232,227,"Cabildo de Santiago"
"",1,232,229,"Abril 8/320"
"",1,232,230,"Incluye copia de la acta en que se declaró"
"",1,232,231,"independiente del gobierno del Tucumán."
"",1,232,233,"TA.G.N.\, X-5-9-6\, Santiago del Estero\, 1820/55. Fotocopia en N.A.]"
"",1,232,235,"[OFICIO DE BUSTOS AL GOBIERNO DE SANTIAGO"
"",1,232,236,"DEL ESTERO]"
"",1,232,238,"Al señor teniente so-"
"",1,232,240,"bhernador e llustre Ca- Me ha sitio de suma complacencia"
"",1,232,241,"bildo de Santiago dellas providencias que ha tomado el señor"
